All quantity in meters
x_center	y_center	win width	Te	w rms
970000.0	-3510000.0	10000.0	8100.0	9.93003520349
970000.0	-3525000.0	10000.0	8250.0	5.04871032632
970000.0	-3540000.0	10000.0	8250.0	10.4762706074
970000.0	-3555000.0	10000.0	8550.0	19.6253905312
970000.0	-3570000.0	10000.0	9300.0	22.2571638819
970000.0	-3585000.0	10000.0	9750.0	13.8406655162
970000.0	-3600000.0	10000.0	9900.0	8.32707113293
970000.0	-3615000.0	10000.0	9900.0	3.13077902153
970000.0	-3630000.0	10000.0	9900.0	11.5220701788
970000.0	-3645000.0	10000.0	10200.0	11.896524836
970000.0	-3660000.0	10000.0	10350.0	8.00821364517
970000.0	-3675000.0	10000.0	10200.0	15.9803600413
985000.0	-3435000.0	10000.0	7500.0	23.6541924302
985000.0	-3450000.0	10000.0	6750.0	28.2527405441
985000.0	-3465000.0	10000.0	6450.0	22.2407629615
985000.0	-3480000.0	10000.0	6900.0	22.9377064686
985000.0	-3495000.0	10000.0	7650.0	24.9530818082
985000.0	-3510000.0	10000.0	8250.0	17.6020404438
985000.0	-3525000.0	10000.0	8550.0	13.0199625821
985000.0	-3540000.0	10000.0	8700.0	16.8242884172
985000.0	-3555000.0	10000.0	9000.0	23.2013026825
985000.0	-3570000.0	10000.0	9450.0	25.6225624602
985000.0	-3585000.0	10000.0	9900.0	17.6005059324
985000.0	-3600000.0	10000.0	10050.0	12.0256310149
985000.0	-3615000.0	10000.0	10050.0	10.7034332273
985000.0	-3630000.0	10000.0	10200.0	17.7346035637
985000.0	-3645000.0	10000.0	10350.0	21.0641551553
985000.0	-3660000.0	10000.0	10650.0	14.8638656743
985000.0	-3675000.0	10000.0	10500.0	22.6921424474
885000.0	-3435000.0	10000.0	7500.0	20.1659534181
885000.0	-3450000.0	10000.0	7500.0	21.8823952822
885000.0	-3465000.0	10000.0	7650.0	28.7028702361
885000.0	-3480000.0	10000.0	7950.0	35.2576338988
885000.0	-3495000.0	10000.0	7950.0	32.4207552041
885000.0	-3510000.0	10000.0	8100.0	32.1857006959
885000.0	-3525000.0	10000.0	8400.0	31.2372215042
885000.0	-3540000.0	10000.0	8850.0	28.763890541
885000.0	-3555000.0	10000.0	9150.0	15.6941618036
885000.0	-3570000.0	10000.0	9300.0	16.0679605128
885000.0	-3585000.0	10000.0	9600.0	18.4255978062
885000.0	-3600000.0	10000.0	10050.0	26.1228367555
885000.0	-3615000.0	10000.0	10650.0	23.4416474495
885000.0	-3630000.0	10000.0	10800.0	14.5345928392
885000.0	-3645000.0	10000.0	10500.0	15.8358532937
885000.0	-3660000.0	10000.0	10050.0	4.31160122831
885000.0	-3675000.0	10000.0	6450.0	24.6470813317
870000.0	-3435000.0	10000.0	7200.0	58.4138916945
870000.0	-3450000.0	10000.0	7050.0	33.822960158
870000.0	-3465000.0	10000.0	7350.0	28.2549373078
870000.0	-3480000.0	10000.0	7650.0	24.3055079877
870000.0	-3495000.0	10000.0	7650.0	30.3970066717
870000.0	-3510000.0	10000.0	7800.0	35.7222557264
870000.0	-3525000.0	10000.0	7950.0	36.3567510763
870000.0	-3540000.0	10000.0	8550.0	26.6622710168
870000.0	-3555000.0	10000.0	9000.0	15.7666062809
870000.0	-3570000.0	10000.0	9150.0	14.9207066548
870000.0	-3585000.0	10000.0	9300.0	19.429159386
870000.0	-3600000.0	10000.0	9750.0	27.0494528193
870000.0	-3615000.0	10000.0	10200.0	21.1230653595
870000.0	-3630000.0	10000.0	10350.0	12.3759850587
870000.0	-3645000.0	10000.0	10200.0	12.3588963444
870000.0	-3660000.0	10000.0	9900.0	4.24608234569
870000.0	-3675000.0	10000.0	10500.0	24.2254106426
855000.0	-3435000.0	10000.0	8550.0	37.7518377011
855000.0	-3450000.0	10000.0	7800.0	75.3790518871
855000.0	-3465000.0	10000.0	7050.0	32.8637802758
855000.0	-3480000.0	10000.0	7200.0	25.1942948187
855000.0	-3495000.0	10000.0	7050.0	49.0630461417
855000.0	-3510000.0	10000.0	6900.0	79.4345501955
855000.0	-3525000.0	10000.0	7500.0	75.6570722794
855000.0	-3540000.0	10000.0	8100.0	29.809100064
855000.0	-3555000.0	10000.0	8700.0	5.65774519707
855000.0	-3570000.0	10000.0	8850.0	3.68685994033
855000.0	-3585000.0	10000.0	9000.0	11.4153887449
855000.0	-3600000.0	10000.0	9450.0	24.5482359023
855000.0	-3615000.0	10000.0	10050.0	19.0367866689
855000.0	-3630000.0	10000.0	10350.0	7.57137425984
855000.0	-3645000.0	10000.0	10200.0	10.6680078151
855000.0	-3660000.0	10000.0	10050.0	7.635480774
855000.0	-3675000.0	10000.0	10500.0	23.7117610456
840000.0	-3435000.0	10000.0	8100.0	11.0129558368
840000.0	-3450000.0	10000.0	8100.0	18.0297879277
840000.0	-3465000.0	10000.0	8100.0	19.4941797317
840000.0	-3480000.0	10000.0	8250.0	34.1576723988
840000.0	-3495000.0	10000.0	9150.0	69.0554341728
840000.0	-3515000.0	10000.0	9600.0	81.3113578869
840000.0	-3535000.0	10000.0	9150.0	30.1253445272
840000.0	-3555000.0	10000.0	8400.0	6.49532016124
840000.0	-3575000.0	10000.0	9000.0	8.78019049471
840000.0	-3600000.0	10000.0	9750.0	24.2786664561
840000.0	-3625000.0	10000.0	10350.0	16.3806223167
840000.0	-3645000.0	10000.0	10350.0	13.8332841383
840000.0	-3665000.0	10000.0	10350.0	10.4352541048
840000.0	-3675000.0	10000.0	10650.0	23.0188197937
820000.0	-3440000.0	10000.0	8100.0	12.7371591332
820000.0	-3460000.0	10000.0	7800.0	12.1448681526
820000.0	-3485000.0	10000.0	8100.0	21.0426946039
820000.0	-3505000.0	10000.0	8700.0	20.7573441374
820000.0	-3525000.0	10000.0	9000.0	4.95054329922
820000.0	-3545000.0	10000.0	8700.0	9.99164339095
820000.0	-3565000.0	10000.0	8400.0	11.190683655
820000.0	-3585000.0	10000.0	9450.0	9.33617684605
820000.0	-3605000.0	10000.0	10050.0	20.1877591921
820000.0	-3625000.0	10000.0	10500.0	11.3087107043
820000.0	-3645000.0	10000.0	10500.0	16.8849217313
820000.0	-3660000.0	10000.0	10350.0	14.3675356971
820000.0	-3675000.0	10000.0	10350.0	20.4659558111
800000.0	-3435000.0	10000.0	8700.0	21.8739227429
800000.0	-3460000.0	10000.0	8100.0	19.03240614
800000.0	-3485000.0	10000.0	8250.0	23.9497317433
800000.0	-3510000.0	10000.0	9000.0	19.6476589979
800000.0	-3530000.0	10000.0	9300.0	12.7958377549
800000.0	-3545000.0	10000.0	9300.0	13.2953616451
800000.0	-3570000.0	10000.0	9000.0	35.6068651521
800000.0	-3590000.0	10000.0	9300.0	22.5878429734
800000.0	-3610000.0	10000.0	10050.0	27.2152708526
800000.0	-3630000.0	10000.0	10200.0	17.9968922397
800000.0	-3650000.0	10000.0	10050.0	21.4720496731
800000.0	-3675000.0	10000.0	9900.0	12.6698935835
780000.0	-3440000.0	10000.0	9000.0	14.5689092967
780000.0	-3460000.0	10000.0	8400.0	16.5237812806
780000.0	-3480000.0	10000.0	8250.0	9.43983423987
780000.0	-3500000.0	10000.0	8700.0	25.0781533079
780000.0	-3520000.0	10000.0	9300.0	10.7280600853
780000.0	-3535000.0	10000.0	9450.0	5.49051598492
780000.0	-3555000.0	10000.0	9750.0	15.4726945768
780000.0	-3575000.0	10000.0	7800.0	49.4421861344
780000.0	-3595000.0	10000.0	9300.0	26.3404135456
780000.0	-3615000.0	10000.0	9900.0	19.7266763413
780000.0	-3635000.0	10000.0	10050.0	15.6233750127
780000.0	-3655000.0	10000.0	9900.0	11.2756421973
785000.0	-3675000.0	10000.0	9750.0	4.81142013002
1000000.0	-3435000.0	10000.0	8100.0	18.3617825251
1000000.0	-3455000.0	10000.0	7350.0	21.3973926103
1000000.0	-3480000.0	10000.0	7350.0	19.5848375374
1000000.0	-3505000.0	10000.0	8400.0	22.8687359083
1000000.0	-3525000.0	10000.0	8850.0	14.7710605349
995000.0	-3550000.0	10000.0	9150.0	21.7094450211
1000000.0	-3570000.0	10000.0	9750.0	23.7849556581
1000000.0	-3595000.0	10000.0	10350.0	10.9310211733
1000000.0	-3620000.0	10000.0	10350.0	12.0143202054
1000000.0	-3645000.0	10000.0	10800.0	21.508566383
995000.0	-3675000.0	10000.0	10650.0	22.8424531664
1015000.0	-3440000.0	10000.0	8250.0	14.2652996969
1015000.0	-3465000.0	10000.0	7650.0	12.1702446185
1015000.0	-3505000.0	10000.0	8550.0	21.7009298178
1015000.0	-3530000.0	10000.0	9150.0	8.14929217097
1015000.0	-3560000.0	10000.0	9600.0	18.4236878402
1015000.0	-3585000.0	10000.0	10350.0	13.3990649273
1015000.0	-3615000.0	10000.0	10500.0	4.18703181966
1015000.0	-3630000.0	10000.0	10650.0	14.8358106082
1015000.0	-3650000.0	10000.0	11250.0	15.0205638556
1015000.0	-3675000.0	10000.0	10950.0	24.5755997585
1000000.0	-3660000.0	10000.0	10950.0	18.2388161371
810000.0	-3500000.0	10000.0	8550.0	24.6642335923
785000.0	-3625000.0	10000.0	10050.0	14.7254691996
830000.0	-3595000.0	10000.0	9750.0	18.3070473374
815000.0	-3475000.0	10000.0	7800.0	15.2646250695
1030000.0	-3440000.0	10000.0	8400.0	9.4550819539
1030000.0	-3465000.0	10000.0	7800.0	8.63849710658
1025000.0	-3490000.0	10000.0	8100.0	18.4046121955
1025000.0	-3515000.0	10000.0	8850.0	13.3210540629
1025000.0	-3540000.0	10000.0	9150.0	8.65585270861
1025000.0	-3560000.0	10000.0	9450.0	21.1110819859
1020000.0	-3580000.0	10000.0	10200.0	16.3732645643
1025000.0	-3600000.0	10000.0	10500.0	3.25254147535
1025000.0	-3620000.0	10000.0	10650.0	8.68175591314
1025000.0	-3645000.0	10000.0	11400.0	15.1784851985
1025000.0	-3670000.0	10000.0	11250.0	21.5942637773
1005000.0	-3605000.0	10000.0	10350.0	12.1747034438
1005000.0	-3545000.0	10000.0	9150.0	14.1461321523
1010000.0	-3490000.0	10000.0	7950.0	22.191044963
770000.0	-3440000.0	10000.0	9000.0	12.2804877194
770000.0	-3465000.0	10000.0	8250.0	13.208709608
765000.0	-3495000.0	10000.0	8400.0	20.8008207608
765000.0	-3520000.0	10000.0	9000.0	17.4394524758
765000.0	-3550000.0	10000.0	9300.0	13.7562111942
765000.0	-3575000.0	10000.0	10500.0	35.5720403353
765000.0	-3600000.0	10000.0	9450.0	19.5346603272
760000.0	-3625000.0	10000.0	10200.0	8.43196359035
765000.0	-3650000.0	10000.0	10050.0	8.33925684713
770000.0	-3670000.0	10000.0	9900.0	12.0445306293
770000.0	-3425000.0	10000.0	9000.0	15.6246191147
790000.0	-3425000.0	10000.0	9150.0	11.8286920683
825000.0	-3425000.0	10000.0	8100.0	13.5890079868
850000.0	-3425000.0	10000.0	7950.0	18.582571459
875000.0	-3425000.0	10000.0	7500.0	25.4674614944
900000.0	-3425000.0	10000.0	8100.0	34.0956182429
930000.0	-3425000.0	10000.0	8250.0	27.9061801593
955000.0	-3425000.0	10000.0	8700.0	21.9333770569
985000.0	-3425000.0	10000.0	7950.0	19.5105948428
1010000.0	-3425000.0	10000.0	8550.0	11.4423427702
