All quantity in meters
x_center	y_center	win width	Te	w rms
900000.0	-3420000.0	30000.0	8100.0	77.074714777
900000.0	-3440000.0	20000.0	7650.0	23.0656016213
900000.0	-3455000.0	20000.0	7800.0	28.6706478144
900000.0	-3470000.0	20000.0	7950.0	37.7319156428
900000.0	-3485000.0	20000.0	8100.0	35.8112360508
900000.0	-3500000.0	20000.0	8250.0	36.6817582399
900000.0	-3515000.0	20000.0	8400.0	36.7866076845
900000.0	-3530000.0	20000.0	8550.0	44.584788465
900000.0	-3545000.0	20000.0	9000.0	34.1288532552
900000.0	-3560000.0	20000.0	9300.0	21.455894282
900000.0	-3575000.0	20000.0	9450.0	19.0152765526
900000.0	-3590000.0	20000.0	9750.0	33.1986762321
900000.0	-3605000.0	20000.0	10350.0	36.3957137982
900000.0	-3620000.0	20000.0	10950.0	20.2306030512
900000.0	-3635000.0	20000.0	10950.0	16.8378910621
900000.0	-3650000.0	20000.0	10500.0	15.89475048
900000.0	-3665000.0	20000.0	10350.0	18.3189796066
900000.0	-3680000.0	20000.0	12150.0	40.9699479678
945000.0	-3420000.0	20000.0	8550.0	37.1380728462
945000.0	-3435000.0	20000.0	8100.0	31.3556317789
945000.0	-3455000.0	20000.0	7800.0	23.1455924031
945000.0	-3470000.0	20000.0	7800.0	25.1762032228
945000.0	-3485000.0	20000.0	7950.0	18.651106605
945000.0	-3500000.0	20000.0	7800.0	11.1617153751
945000.0	-3515000.0	20000.0	7950.0	11.2681274662
945000.0	-3530000.0	20000.0	8250.0	16.2053376288
945000.0	-3545000.0	20000.0	8550.0	19.5919621462
945000.0	-3560000.0	20000.0	8850.0	19.8452347115
945000.0	-3575000.0	20000.0	9750.0	33.725738377
945000.0	-3590000.0	20000.0	10350.0	30.4180350944
945000.0	-3605000.0	20000.0	10200.0	17.682370071
945000.0	-3620000.0	20000.0	10050.0	6.09452431952
945000.0	-3635000.0	20000.0	10200.0	17.6277142442
945000.0	-3650000.0	20000.0	10650.0	20.6263608569
945000.0	-3665000.0	20000.0	10650.0	18.3456392349
945000.0	-3680000.0	20000.0	10200.0	30.4473341484
875000.0	-3420000.0	20000.0	7350.0	37.6628918831
875000.0	-3440000.0	20000.0	7200.0	44.8232642531
875000.0	-3460000.0	20000.0	7500.0	42.0191592307
875000.0	-3480000.0	20000.0	7800.0	44.2579890958
875000.0	-3500000.0	20000.0	7800.0	53.6481220875
875000.0	-3520000.0	20000.0	8100.0	55.397493205
875000.0	-3540000.0	20000.0	8700.0	46.9823240905
875000.0	-3560000.0	20000.0	9150.0	24.1849346477
875000.0	-3580000.0	20000.0	9300.0	29.5851442559
875000.0	-3600000.0	20000.0	9900.0	45.7048847578
875000.0	-3620000.0	20000.0	10350.0	30.5566040714
875000.0	-3640000.0	20000.0	10350.0	22.7880800218
875000.0	-3660000.0	20000.0	10050.0	9.2039322368
875000.0	-3675000.0	20000.0	10500.0	41.8550780635
850000.0	-3425000.0	20000.0	7950.0	29.6918292069
850000.0	-3445000.0	20000.0	8250.0	54.173193342
850000.0	-3460000.0	20000.0	7650.0	56.8775524649
850000.0	-3480000.0	20000.0	7350.0	50.6797822611
850000.0	-3500000.0	20000.0	7500.0	102.943688158
850000.0	-3520000.0	20000.0	7950.0	107.90884981
850000.0	-3540000.0	20000.0	8400.0	42.5891001697
850000.0	-3560000.0	20000.0	8700.0	8.3456214387
850000.0	-3580000.0	20000.0	9000.0	13.430384764
850000.0	-3600000.0	20000.0	9600.0	38.1359296343
850000.0	-3620000.0	20000.0	10200.0	26.6457893065
850000.0	-3640000.0	20000.0	10350.0	16.3508730574
850000.0	-3660000.0	20000.0	10200.0	15.3193603479
850000.0	-3675000.0	20000.0	10500.0	39.4147494073
990000.0	-3450000.0	20000.0	7200.0	40.3093875614
1000000.0	-3480000.0	20000.0	7350.0	33.3395315705
995000.0	-3505000.0	20000.0	8400.0	38.172694269
1000000.0	-3535000.0	20000.0	9000.0	21.7952675579
1000000.0	-3565000.0	20000.0	9600.0	39.4339110921
1005000.0	-3595000.0	20000.0	10350.0	14.9063523571
1005000.0	-3620000.0	20000.0	10350.0	20.3804729185
1005000.0	-3645000.0	20000.0	10950.0	34.5042568603
1005000.0	-3665000.0	20000.0	11100.0	26.1975698151
990000.0	-3680000.0	20000.0	10350.0	43.2893927835
980000.0	-3425000.0	20000.0	7950.0	33.421531533
1015000.0	-3420000.0	20000.0	8700.0	20.1205490539
1015000.0	-3440000.0	20000.0	8250.0	24.2883755916
1020000.0	-3465000.0	20000.0	7650.0	17.6845517753
1020000.0	-3490000.0	20000.0	8100.0	32.202161712
1020000.0	-3515000.0	20000.0	8850.0	22.3442808813
1020000.0	-3545000.0	20000.0	9300.0	19.0042453052
1020000.0	-3570000.0	20000.0	9900.0	34.2969080546
1020000.0	-3595000.0	20000.0	10500.0	12.8030707992
1020000.0	-3620000.0	20000.0	10500.0	12.6007891763
1020000.0	-3645000.0	20000.0	11250.0	26.0475586053
1025000.0	-3670000.0	20000.0	11100.0	35.6620169745
825000.0	-3425000.0	20000.0	8100.0	22.6904239036
825000.0	-3445000.0	20000.0	8100.0	17.2335723621
820000.0	-3470000.0	20000.0	7800.0	12.8451811359
820000.0	-3495000.0	20000.0	8400.0	40.2477408638
820000.0	-3520000.0	20000.0	9000.0	11.7643972202
820000.0	-3545000.0	20000.0	8850.0	16.8656099394
820000.0	-3570000.0	20000.0	9300.0	18.7641464439
820000.0	-3590000.0	20000.0	9600.0	21.5909368124
820000.0	-3615000.0	20000.0	10350.0	31.5527015977
820000.0	-3640000.0	20000.0	10500.0	18.7225902802
820000.0	-3665000.0	20000.0	10350.0	21.3192488765
820000.0	-3680000.0	20000.0	10500.0	44.0396142798
800000.0	-3425000.0	20000.0	8700.0	29.8367558246
800000.0	-3450000.0	20000.0	8250.0	39.8356433801
800000.0	-3475000.0	20000.0	8100.0	23.3133326887
795000.0	-3495000.0	20000.0	8550.0	42.2713450236
795000.0	-3515000.0	20000.0	9150.0	26.8044671704
795000.0	-3535000.0	20000.0	9300.0	16.7098494301
795000.0	-3555000.0	20000.0	9600.0	25.3830480719
795000.0	-3575000.0	20000.0	8850.0	40.7274175118
795000.0	-3600000.0	20000.0	9600.0	42.3961017986
795000.0	-3620000.0	20000.0	10050.0	30.6328629594
795000.0	-3640000.0	20000.0	10200.0	23.533087898
795000.0	-3660000.0	20000.0	9900.0	24.0221592408
800000.0	-3675000.0	20000.0	9900.0	22.0985332674
