All quantity in meters
x_center	y_center	win width	Te	w rms
920000.0	-3425000.0	20000.0	8100.0	49.8666863076
920000.0	-3455000.0	20000.0	7800.0	20.535873485
920000.0	-3480000.0	20000.0	7950.0	25.9857745355
920000.0	-3510000.0	20000.0	8250.0	32.8445391165
920000.0	-3535000.0	20000.0	8700.0	33.8150278326
920000.0	-3560000.0	20000.0	9150.0	15.3739611661
920000.0	-3585000.0	20000.0	9300.0	28.6198482089
920000.0	-3605000.0	20000.0	10200.0	28.8176427046
920000.0	-3630000.0	20000.0	11400.0	16.5225188891
920000.0	-3650000.0	20000.0	11100.0	17.2366613101
920000.0	-3675000.0	20000.0	10500.0	34.1395307241
965000.0	-3445000.0	20000.0	8400.0	47.7336753541
965000.0	-3465000.0	20000.0	8400.0	73.8895537383
965000.0	-3490000.0	20000.0	7050.0	41.8000419178
970000.0	-3520000.0	20000.0	8250.0	9.04547229019
970000.0	-3550000.0	20000.0	8550.0	25.1025524578
970000.0	-3570000.0	20000.0	9300.0	35.7514299529
970000.0	-3595000.0	20000.0	9900.0	10.0621302407
970000.0	-3620000.0	20000.0	9900.0	7.51248977962
975000.0	-3645000.0	20000.0	10200.0	24.9559992609
970000.0	-3670000.0	20000.0	10350.0	19.6620968251
775000.0	-3425000.0	20000.0	9150.0	18.5482660511
770000.0	-3450000.0	20000.0	8700.0	28.6557724958
770000.0	-3475000.0	20000.0	8100.0	15.0325680282
770000.0	-3505000.0	20000.0	8850.0	35.493974332
775000.0	-3530000.0	20000.0	9300.0	16.3713034984
770000.0	-3560000.0	20000.0	9600.0	29.8104582097
770000.0	-3590000.0	20000.0	9150.0	34.9539431085
770000.0	-3615000.0	20000.0	10050.0	27.4190299895
770000.0	-3635000.0	20000.0	10200.0	14.8169041108
770000.0	-3660000.0	20000.0	9900.0	14.6800369777
770000.0	-3680000.0	20000.0	10050.0	35.233688475
980000.0	-3470000.0	20000.0	6450.0	40.7166063264
1000000.0	-3435000.0	20000.0	8100.0	30.7456486935
985000.0	-3585000.0	20000.0	9900.0	28.0964585955
985000.0	-3615000.0	20000.0	10050.0	18.2748832541
980000.0	-3535000.0	20000.0	8550.0	21.8085458529
985000.0	-3660000.0	20000.0	10650.0	24.7654957475
960000.0	-3635000.0	20000.0	10050.0	17.2720117726
975000.0	-3500000.0	20000.0	7800.0	32.3604735045
780000.0	-3465000.0	20000.0	8250.0	20.2657255685
835000.0	-3465000.0	20000.0	7950.0	20.3986185101
830000.0	-3515000.0	20000.0	9150.0	40.5071505402
